영업상태명,폐업일자,사업장명,좌표정보(x),좌표정보(y),도로명전체주소
폐업,2024.2.27,소정상점,127.0429834,37.2669214,"경기도 수원시 영통구 동수원로 ***, *동 ***호 (매탄동, 동남아파트)"
폐업,2024.2.29,구미관,127.0176461,37.30148096,"경기도 수원시 장안구 금당로 65, 그랜드빌 1층 (조원동)"
폐업,2024.2.27,세븐일레븐 고색3산업단지점,126.984307,37.23544223,"경기도 수원시 권선구 산업로156번길 88-34, 101호 (고색동)"
폐업,2024.2.27,태구,127.011309,37.28805692,경기도 수원시 장안구 팔달로***번길 * (영화동)
폐업,2024.3.5,봉가네,126.9820755,37.23405261,"경기도 수원시 권선구 서수원로 10-2, 1층 (오목천동)"
폐업,2024.2.29,장터마을,127.0264041,37.25293996,"경기도 수원시 권선구 권광로 **, ***동 ****호 (권선동, 권선자이이편한세상)"
폐업,2024.3.4,만개 푸드,127.0790646,37.24926281,"경기도 수원시 영통구 매영로415번길 42-21, 1층 (영통동)"
폐업,2024.3.5,달빛곱창,126.9619666,37.26619575,"경기도 수원시 권선구 서수원로 445, 106~107호 (호매실동, 골드프라자B)"
폐업,2024.2.29,메가박스중앙(주)영통지점7층매점,127.0715826,37.25268062,"경기도 수원시 영통구 봉영로 1579, 7층 (영통동, 롯데마트영통점)"
폐업,2024.2.27,돌봄동물병원,127.0435667,37.27518815,"경기도 수원시 팔달구 중부대로 ***, *층 (우만동)"
폐업,2024.2.29,다정삼겹,127.0007781,37.26838773,"경기도 수원시 팔달구 향교로1번길 20, 110,111호 (매산로1가)"
폐업,2024.3.5,트립아시아,127.0559213,37.28624449,"경기도 수원시 영통구 도청로 10, 3층 (이의동, 롯데아울렛 광교점)"
폐업,2024.2.27,연무건어물,127.0259574,37.29449679,"경기도 수원시 장안구 월드컵로428번길 19, 1층 (연무동)"
폐업,2024.2.27,바다바에스테틱,127.0566021,37.24653063,"경기도 수원시 영통구 영통로213번길 6, 3층 (영통동)"
폐업,2024.3.4,엔제리너스커피 롯데몰수원점,126.9971086,37.264174,"경기도 수원시 권선구 세화로 134, 3층 (서둔동, 롯데몰수원점)"
폐업,2024.3.4,마노디셰프 롯데몰수원점,126.9971086,37.264174,"경기도 수원시 권선구 세화로 134, 3층 (서둔동, 롯데몰수원점)"
폐업,2024.3.4,치킨마루(화서역점),126.9920252,37.28495147,경기도 수원시 팔달구 덕영대로697번길 34 (화서동)
폐업,2024.3.5,Rydell F&B(라이델에프앤비),126.9899997,37.26665157,"경기도 수원시 권선구 세화로169번길 56, 1층 (서둔동)"
폐업,2024.2.27,해나라어린이집,127.0002618,37.292193,경기도 수원시 장안구 수성로261번길 46-15 (정자동)
폐업,2024.1.1,메가박스중앙(주) 영통지점 퍼피시네마2관,127.0715826,37.25268062,경기도 수원시 영통구 봉영로 1579 (영통동)
폐업,2024.1.1,메가박스중앙(주) 영통지점 퍼피시네마1관,127.0715826,37.25268062,경기도 수원시 영통구 봉영로 1579 (영통동)
폐업,2024.2.29,메가박스중앙(주)영통지점 키즈카페,127.0715826,37.25268062,"경기도 수원시 영통구 봉영로 1579 (영통동, 960-1 롯데마트영통점 6층일부)"
